"","Education","Marital_Status","Income","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Complain","Age","Kids","Tenure","AcceptedCamp","TotalSpent","km3.cluster"
"297",2,0,35388,6,4,7,4,3,8,1,1,0,3,7,0,34,1,118,0,32,1
"298",2,1,42386,65,4,16,0,4,11,1,3,0,3,8,0,36,1,120,0,100,1
"299",2,0,68627,395,15,263,60,54,38,1,2,3,6,1,0,40,0,120,0,825,2
"300",3,0,57912,801,0,80,0,0,35,5,8,3,12,5,0,57,1,105,1,916,3
"301",2,0,35246,36,0,12,2,2,10,4,3,1,3,5,0,64,2,104,0,62,1
"302",2,1,58821,513,14,154,19,0,28,1,9,2,9,6,0,66,1,111,0,728,3
"303",3,1,46377,37,0,46,4,3,0,1,2,1,3,4,0,44,1,106,0,90,1
"304",2,0,39747,80,15,93,20,13,52,3,5,1,4,8,0,34,1,104,0,273,1
"305",2,1,23976,14,1,21,2,3,25,3,3,1,3,7,0,38,1,108,0,66,1
"306",2,1,80950,525,147,112,219,147,63,1,6,7,9,2,0,61,0,117,1,1213,2
"307",2,0,27038,1,26,25,17,23,15,1,3,0,3,9,0,56,0,124,0,107,1
"308",2,0,77457,675,11,400,15,45,11,1,2,5,10,1,0,75,0,106,1,1157,2
"309",2,1,64100,509,0,27,0,0,10,1,8,3,6,7,0,58,1,112,1,546,3
"310",2,1,42670,154,2,46,20,4,15,1,4,2,4,4,0,30,0,116,0,241,1
"311",2,0,12571,3,5,14,2,12,17,4,3,1,3,6,0,46,1,107,0,53,1
"312",2,1,22574,25,0,8,2,0,2,2,2,0,3,7,0,55,3,110,0,37,1
"313",2,1,80863.712125575,861,138,461,60,30,61,1,6,5,12,3,0,33,0,115,2,1611,2
"314",2,0,70893,768,44,561,77,44,14,1,6,6,10,3,0,46,0,119,0,1508,2
"315",2,1,54198,185,0,28,3,2,17,6,3,1,6,4,0,56,2,108,0,235,1
"316",2,1,28839,24,0,7,0,0,1,2,2,0,3,5,0,66,2,106,0,32,1
"317",2,1,40321,44,4,21,6,0,27,2,3,0,3,7,0,50,2,113,0,102,1
"318",2,0,66503,91,64,128,65,3,50,2,4,3,6,3,0,37,1,125,0,401,3
"319",2,1,30833,11,0,7,3,1,6,2,1,0,3,5,0,71,2,113,0,28,1
"320",2,0,62757.6340385908,738,20,172,52,50,20,6,2,3,10,7,0,52,3,112,2,1052,3
"321",2,1,64795,412,5,119,38,29,77,3,3,3,12,2,0,51,1,119,0,680,3
"322",2,1,34421,3,3,7,6,2,9,1,1,0,2,7,0,48,1,114,0,30,1
"323",3,0,47025,16,0,3,0,0,1,1,1,0,2,7,0,57,2,107,0,20,1
"324",3,0,64325,731,60,353,78,12,73,5,10,3,5,7,0,61,1,119,0,1307,3
"325",2,0,40464,424,17,118,7,23,41,6,8,2,8,8,0,69,1,120,0,630,3
"326",2,1,62187,792,0,275,45,45,126,1,4,8,5,3,0,65,0,114,0,1283,2
"327",3,0,14849,21,2,28,3,2,9,3,2,0,4,8,0,46,1,114,0,65,1
"328",2,1,27255,22,1,11,0,1,2,1,1,0,3,7,0,38,1,110,0,37,1
"329",3,1,54432,33,0,5,0,0,0,1,1,0,3,4,0,72,3,116,0,38,1
"330",3,0,29999,68,7,59,10,5,11,4,3,1,4,8,0,36,1,119,0,160,1
"331",2,0,24072,9,1,6,3,0,4,1,1,0,2,8,0,39,1,116,0,23,1
"332",3,0,33996,40,2,15,8,0,6,1,1,1,3,4,0,33,0,112,0,71,1
"333",3,1,66334,909,11,218,0,0,23,2,9,3,5,5,0,66,1,117,0,1161,3
"334",2,1,35178,23,1,13,2,2,18,1,1,1,2,7,0,51,1,120,1,59,1
"335",2,1,22010,11,2,9,3,0,8,2,2,0,3,8,0,39,1,114,0,33,1
"336",2,0,62204,317,46,247,151,46,139,1,4,5,12,3,0,62,2,124,0,946,2
"337",2,0,75693,797,153,293,72,97,30,1,11,4,6,4,0,54,0,121,3,1442,2
"338",2,1,30675,10,2,16,11,2,21,1,1,0,3,8,0,50,1,122,0,62,1
"339",2,1,83003,856,61,570,40,25,122,1,7,6,8,3,0,57,0,118,1,1674,2
"341",2,0,68655,456,19,832,75,118,38,1,4,5,11,3,0,34,0,125,0,1538,2
"342",2,0,41411,37,32,38,11,3,18,1,2,1,4,6,0,36,0,109,0,139,1
"343",3,1,55212,1103,0,45,0,0,34,3,4,2,11,8,0,53,1,121,2,1182,3
"344",3,1,59292,378,14,68,19,14,14,2,3,5,8,3,0,72,1,115,0,507,3
"345",1,1,27190,1,6,7,0,1,3,1,1,0,2,8,0,49,1,112,1,18,1
"346",2,0,82623,204,34,204,172,153,173,1,2,9,4,1,0,70,0,110,0,940,2
"347",2,1,44300,30,0,9,0,0,3,2,1,0,3,6,0,57,2,114,0,42,1
"348",2,0,84835,189,104,379,111,189,218,1,4,4,6,1,0,52,0,102,0,1190,2
"349",2,0,30372,15,0,12,7,3,7,3,2,0,3,7,0,51,2,120,0,44,1
"350",2,1,33181,9,0,3,0,0,4,1,1,0,2,6,0,46,1,108,1,16,1
"351",2,1,71113,495,33,255,11,33,8,4,6,7,9,4,0,65,1,108,0,835,3
"352",2,1,71952,656,80,455,52,107,93,2,8,4,8,4,0,36,1,120,2,1443,2
"353",3,0,69759,452,20,514,13,30,0,3,4,6,5,3,0,56,0,110,0,1029,2
"354",2,1,72099,546,91,410,119,0,22,1,3,4,10,1,0,48,0,122,0,1188,2
"355",3,0,60000,1048,0,217,0,0,12,5,11,3,5,6,0,46,1,120,0,1277,3
"356",2,0,38643,22,2,14,0,1,10,2,2,0,3,7,1,44,2,109,0,49,1
"357",2,1,50737,78,0,11,0,0,10,1,2,0,4,6,0,67,1,116,1,99,1
"358",3,1,68462,561,64,785,84,128,48,1,3,3,8,1,0,53,0,121,0,1670,2
"359",2,1,65073,629,17,177,69,0,8,1,5,3,5,2,1,79,0,112,0,900,3
"360",3,1,46681,269,15,69,15,19,38,2,4,6,4,5,0,74,2,111,0,425,3
"361",2,1,78618,736,163,818,212,163,61,1,4,7,10,2,0,65,0,123,1,2153,2
"362",3,0,62187,512,0,83,0,0,41,3,6,2,10,4,0,53,1,105,0,636,3
"363",2,1,28442,19,3,10,11,8,6,3,2,1,4,4,0,44,2,106,0,57,1
"364",3,1,37717,9,0,6,4,1,5,1,1,0,2,9,0,44,1,121,0,25,1
"365",2,1,51479,247,8,160,6,8,65,7,6,3,6,7,0,55,2,120,0,494,3
"366",2,0,54803,404,0,92,28,27,142,2,6,2,9,4,0,53,1,124,0,693,3
"367",2,1,79530,333,0,815,129,42,29,1,4,10,11,2,0,62,0,115,0,1348,2
"368",2,0,31615,2,3,20,6,11,9,2,2,0,3,7,0,46,1,118,0,51,1
"369",2,1,72025,833,33,549,151,133,233,1,4,3,8,3,0,60,0,122,0,1932,2
"370",3,0,52614,789,0,142,12,9,38,2,2,4,8,8,0,47,1,121,0,990,3
"371",2,1,35684,10,4,7,0,6,3,1,1,0,3,6,0,38,1,104,0,30,1
"372",2,1,48178,159,4,45,6,2,38,6,5,1,4,8,0,47,2,122,0,254,3
"373",2,0,29548,7,1,6,3,1,11,1,1,1,2,4,0,52,1,112,1,29,1
"374",2,0,63810,977,12,253,16,12,101,4,4,3,12,8,0,56,1,122,1,1371,3
"375",3,0,38578,38,4,22,3,3,3,3,3,0,3,8,0,50,2,114,0,73,1
"376",2,0,46098,57,0,27,0,0,36,4,3,2,2,8,0,47,2,125,0,120,1
"377",2,0,22585,3,9,15,13,2,39,1,1,1,2,9,0,52,0,117,1,81,1
"378",2,0,30279,10,4,14,4,4,1,1,1,0,3,8,0,33,1,120,0,37,1
"379",3,1,66426,1043,24,97,32,24,157,2,3,5,10,6,0,61,1,111,0,1377,3
"380",2,0,30822,3,9,13,2,12,12,1,1,0,3,7,0,53,1,115,0,51,1
"381",3,1,33581,11,0,5,0,0,1,1,1,0,2,8,0,53,2,120,0,17,1
"382",2,1,19986,3,6,5,0,2,6,1,0,0,3,7,0,37,1,109,0,22,1
"383",2,0,27421,43,12,96,78,40,55,3,4,1,6,7,0,68,0,121,0,324,3
"384",2,1,35688,73,3,90,12,1,32,7,4,1,4,8,0,49,3,124,0,211,3
"385",2,0,36143,12,0,1,0,0,6,1,0,1,2,3,0,41,1,105,0,19,1
"386",2,0,10245,4,7,7,6,4,13,3,1,2,2,5,0,51,1,116,0,41,1
"387",2,1,43795,314,11,53,4,3,107,3,7,3,4,7,0,54,1,110,1,492,3
"388",2,1,63381,571,50,142,33,50,159,4,4,5,13,2,0,62,1,123,0,1005,3
"389",2,1,38823,70,0,11,2,8,23,1,2,1,3,6,0,73,1,124,0,114,1
"390",3,0,83664,866,21,151,28,21,86,3,2,2,12,5,0,54,2,116,0,1173,3
"391",2,1,90300,594,134,786,33,134,57,0,5,6,8,1,0,43,0,108,1,1738,2
"392",2,1,62499,140,4,61,0,13,4,2,3,1,6,4,0,43,1,109,0,222,1
"393",2,0,74293,375,152,335,93,91,81,1,5,4,6,2,0,29,0,104,0,1127,2
"394",3,1,51012,102,9,63,2,9,24,1,4,1,4,6,0,76,0,116,0,209,1
"395",2,1,70777,554,35,113,0,7,78,3,5,3,12,3,0,54,1,106,0,787,3
"396",3,1,68682,919,0,505,99,30,45,1,4,9,10,2,0,31,0,111,0,1598,2
"397",2,1,43824,96,1,42,12,3,32,4,3,1,4,8,0,51,2,124,0,186,1
"398",2,1,15345,5,2,16,3,2,19,2,1,1,2,8,0,38,1,124,0,47,1
"399",2,0,23442,2,0,6,8,6,5,1,1,0,3,7,0,35,1,120,0,27,1
"400",2,1,14515,6,4,9,6,36,35,4,2,2,3,7,0,42,1,122,0,96,1
"401",2,0,31395,23,1,25,0,8,7,4,2,1,3,6,0,66,2,117,0,64,1
"402",2,1,75276,610,105,125,137,42,21,1,9,4,9,5,0,57,0,123,0,1040,2
"403",2,0,42373,67,5,61,3,8,19,5,2,1,5,5,0,48,2,112,0,163,1
"404",2,1,30507,65,36,74,38,20,110,1,5,1,4,7,0,62,0,118,0,343,1
"405",3,0,55521,416,0,26,0,0,4,9,6,3,6,7,0,67,3,110,1,446,3
"406",2,1,48006,23,0,11,3,2,2,1,1,0,3,6,0,57,2,103,0,41,1
"407",3,0,27213,19,3,26,10,9,3,3,2,0,4,8,0,50,1,124,0,70,1
"408",3,0,65808,155,7,80,13,7,10,3,5,1,5,6,0,51,2,103,0,272,1
"409",3,1,30351,14,0,24,3,3,2,1,3,0,2,9,0,48,1,115,0,46,1
"410",2,1,50437,370,9,92,6,9,4,3,7,1,8,7,0,59,2,123,0,490,3
"411",2,0,23616,4,22,11,3,7,32,2,3,0,3,8,0,40,1,122,0,79,1
"412",2,1,53858,407,53,221,58,150,26,4,4,3,6,4,0,46,1,122,0,915,3
"413",3,1,66465,1200,0,204,38,29,14,3,11,9,12,6,0,67,1,117,1,1485,3
"414",2,0,46923,85,44,54,102,78,6,3,5,1,7,7,0,35,1,124,0,369,3
"415",2,1,75072,583,34,309,0,22,125,2,5,4,8,3,0,60,1,119,0,1073,3
"416",3,1,75865,483,0,591,156,0,12,1,3,5,10,1,0,79,0,105,0,1242,2
"417",2,1,19789,2,5,9,28,6,28,3,2,1,3,5,0,47,1,109,1,78,1
"418",2,1,80134,966,26,282,52,26,26,1,2,7,11,5,0,28,0,106,4,1378,2
"419",2,0,91065,822,114,108,179,137,114,1,7,9,9,3,0,41,0,118,2,1474,2
"420",2,1,49505,604,0,100,19,0,28,9,10,2,8,8,0,51,2,118,0,751,3
"421",3,1,37401,19,3,19,3,1,3,2,2,0,3,7,0,49,1,104,0,48,1
"422",2,1,30096,5,3,11,12,5,9,1,2,0,3,6,0,39,1,103,0,45,1
"423",2,1,18492,2,2,2,2,1,1,1,1,0,2,8,0,40,1,103,0,10,1
"424",2,1,82584,1076,68,103,29,91,68,1,3,4,8,1,0,48,0,115,2,1435,2
"425",3,1,93027,1285,42,716,55,0,21,0,7,10,5,2,0,81,0,117,1,2119,2
"426",2,1,48686,10,0,7,2,0,1,1,1,0,2,8,0,69,3,109,0,20,1
"427",2,1,92910,551,137,792,179,103,33,1,6,7,13,1,0,36,0,104,3,1795,2
"428",2,1,75433,800,0,297,0,34,57,2,2,5,10,6,0,33,1,105,2,1188,2
"429",2,1,10404,2,2,11,10,6,12,2,1,0,4,5,0,33,1,104,0,43,1
"430",2,1,61314,378,0,189,97,172,172,2,5,5,12,3,0,54,1,116,0,1008,2
"431",3,0,84865,1248,16,349,43,16,16,1,2,4,9,4,0,61,0,116,4,1688,2
"432",2,1,42387,235,0,235,19,4,191,5,8,1,7,8,0,33,1,122,0,684,3
"433",2,1,67309,515,47,181,149,95,95,15,9,6,9,7,0,55,2,119,0,1082,3
"434",2,1,75236,438,66,400,12,38,114,1,8,3,13,4,0,58,1,109,0,1068,2
"435",2,0,30015,25,0,22,2,3,5,2,1,0,4,5,0,52,1,107,0,57,1
"436",2,1,50943,31,0,7,2,0,6,1,1,0,3,5,0,66,1,114,0,46,1
"437",2,0,67272,357,35,271,28,28,14,3,6,2,12,5,0,56,1,108,0,733,3
"438",2,0,51529,400,4,35,6,0,22,2,9,1,5,8,0,73,1,112,0,467,3
"439",3,1,32011,99,0,15,2,1,5,3,2,1,4,7,0,51,1,112,0,122,1
"440",2,1,7500,1,11,5,4,6,9,2,2,0,3,8,0,36,1,119,0,36,1
"441",2,1,28691,5,4,13,8,0,4,1,1,0,3,8,0,33,1,114,0,34,1
"442",3,1,56223,77,28,31,16,0,4,2,2,1,5,4,0,74,1,108,0,156,1
"443",2,1,18100,3,1,2,4,3,1,1,0,0,3,5,0,76,0,113,0,14,1
"444",2,0,30279,10,4,14,4,4,1,1,1,0,3,8,0,33,1,120,0,37,1
"445",2,1,20130,0,6,3,7,6,12,1,1,0,3,8,0,48,0,105,0,34,1
"446",2,0,23295,0,0,1,2,12,5,1,1,0,2,8,0,63,0,114,0,20,1
"447",2,0,42618,76,14,74,13,5,10,2,5,0,4,8,0,50,1,111,0,192,1
"448",2,0,81246,398,190,537,61,156,37,1,4,5,7,1,0,58,0,108,2,1379,2
"449",2,1,24027,14,7,11,11,0,5,2,2,0,3,8,0,46,1,115,0,48,1
"450",3,1,55707,208,7,82,30,66,35,2,3,2,9,3,0,69,1,108,0,428,3
"451",2,0,57959,430,16,322,43,24,33,5,4,7,11,3,0,67,1,116,0,868,3
"452",2,1,56796,656,38,161,62,47,37,3,8,9,7,7,0,53,1,118,0,1001,3
"453",2,0,36230,14,2,30,8,2,3,1,2,0,4,5,0,51,1,110,0,59,1
"454",2,1,70829,141,70,106,72,19,23,2,4,2,8,3,0,42,2,109,0,431,3
"455",2,1,65991,507,19,364,25,47,9,3,9,5,10,7,0,46,1,124,0,971,3
"456",2,1,38988,164,24,103,12,3,42,7,5,1,6,8,0,50,3,124,0,348,3
"457",2,0,89572,606,24,974,197,194,64,1,7,7,9,4,0,56,0,124,2,2059,2
"458",2,1,42207,116,11,72,3,17,46,4,4,1,5,6,0,38,1,117,1,265,1
"459",2,1,50300,143,15,60,24,23,5,2,2,1,8,2,0,70,1,103,0,270,1
"460",2,1,66664,398,96,447,220,96,32,1,5,7,6,3,0,40,0,123,0,1289,2
"461",2,1,60597,522,0,257,32,16,66,4,2,2,8,7,0,58,1,108,1,893,3
"462",2,0,70165,161,0,253,199,191,122,1,3,7,11,1,0,73,0,111,0,926,2
"463",3,0,50520,112,0,6,2,1,14,2,3,1,3,6,0,64,1,107,0,135,1
"464",2,1,80124,483,84,398,205,84,241,1,3,7,8,1,0,59,0,102,1,1495,2
"465",2,1,33183,7,5,39,17,15,37,2,4,0,3,7,0,47,1,106,0,120,1
"466",3,0,66582,789,25,420,16,38,0,1,2,8,9,1,0,53,0,106,0,1288,2
"467",3,1,75261,1239,17,413,23,34,17,1,5,6,5,2,0,67,0,116,2,1743,2
"468",2,0,31880,4,1,5,2,0,3,1,1,0,2,8,0,52,1,122,0,15,1
"469",2,1,53790,335,42,127,28,5,5,3,7,2,8,6,0,71,2,106,0,542,3
"470",3,1,49269,639,8,166,11,8,58,3,7,3,12,7,0,51,1,125,0,890,3
"471",2,1,61456,563,76,384,84,192,89,4,6,10,13,4,0,47,1,117,0,1388,2
"472",2,1,37406,2,0,8,2,2,3,1,1,0,2,8,0,42,1,111,0,17,1
"473",3,1,56937,746,8,125,11,8,8,7,8,6,9,6,0,41,1,125,1,906,3
"474",2,1,38415,22,1,13,4,0,4,2,1,0,3,7,0,44,2,120,0,44,1
"475",2,0,20518,4,1,6,4,1,9,1,1,1,2,5,0,34,1,103,0,25,1
"476",2,1,62503,478,0,193,110,75,117,4,8,3,11,5,0,66,1,118,0,973,3
"477",3,0,41644,20,3,4,2,0,2,2,1,0,3,3,0,50,2,104,0,31,1
"478",2,1,55842,451,0,39,0,4,24,1,7,1,8,5,0,45,1,103,0,518,1
"479",3,1,62010,371,22,39,6,0,92,4,6,2,7,5,0,50,1,122,0,530,3
"480",2,1,41124,281,7,84,15,0,119,7,7,3,4,8,0,45,1,122,0,506,3
"481",2,1,38961,19,7,19,0,1,24,1,2,1,2,7,0,49,1,108,0,70,1
"482",2,0,37760,26,3,13,2,10,0,1,2,0,3,6,0,50,1,113,0,54,1
"483",2,0,32233,138,15,35,25,11,72,2,6,2,2,9,0,48,1,124,1,296,1
"484",2,1,43057,213,2,44,0,2,5,4,4,2,5,5,0,47,1,110,0,266,1
"485",2,1,83151,407,28,100,120,74,18,1,5,9,4,3,0,62,0,123,0,747,2
"486",3,0,78825,483,74,114,169,37,18,1,5,10,13,3,0,58,0,124,0,895,2
"487",2,1,65104,738,0,232,13,20,50,2,3,5,7,7,0,46,1,109,0,1053,3
"488",2,1,60093,502,12,109,16,6,90,2,7,2,10,6,0,48,1,114,0,735,3
"489",2,1,14045,11,0,5,2,1,1,1,1,0,3,7,0,53,1,107,0,20,1
"490",2,0,28457,24,1,108,29,29,14,1,4,1,4,8,0,70,0,122,0,205,1
"491",3,1,78952,1170,19,594,99,76,134,2,2,5,12,6,0,64,1,123,0,2092,2
"492",2,0,46310,185,2,88,15,5,14,2,6,1,5,8,0,46,1,121,0,309,1
"493",2,1,76005,983,20,389,240,50,40,1,3,5,13,6,0,67,0,118,1,1722,2
"494",2,0,58308,691,0,69,10,0,130,4,2,6,3,8,0,58,1,120,0,900,3
"495",3,0,55614,504,13,131,8,0,26,1,9,4,6,7,0,78,0,109,1,682,3
"496",2,0,59432,317,25,265,25,19,12,3,5,3,11,5,0,60,1,117,0,663,3
"497",2,0,55563,29,1,9,2,0,2,1,2,0,3,3,0,44,1,105,0,43,1
"498",3,1,78642,1396,0,322,46,35,17,1,4,9,4,6,0,51,1,116,0,1816,3
"499",3,1,67911,529,0,356,63,28,0,3,6,7,11,3,0,73,1,103,0,976,3
"500",2,1,65275,388,14,218,91,14,21,1,4,3,13,2,0,78,0,117,0,746,2
"501",2,1,27203,13,2,21,4,0,24,2,1,1,2,8,0,72,2,125,0,64,1
"502",2,1,48330,28,0,4,0,0,0,1,1,0,3,5,0,61,1,109,0,32,1
"503",1,1,24279,16,36,21,20,62,108,1,4,1,3,8,0,32,0,120,0,263,1
"504",3,1,64355,1047,0,140,67,38,153,2,4,3,12,8,0,37,1,124,0,1445,3
"505",2,1,50943,31,0,7,2,0,6,1,1,0,3,5,0,66,1,114,0,46,1
"506",2,0,53653,815,10,239,28,10,108,2,10,4,12,6,0,69,0,122,0,1210,3
"507",2,1,65665,225,162,387,106,36,29,1,5,10,8,3,0,46,1,109,0,945,2
"508",2,0,81217,493,70,324,146,40,84,1,3,7,11,1,0,33,0,113,0,1157,2
"509",2,1,34935,34,4,66,3,10,20,1,2,1,4,7,0,30,0,114,0,137,1
"510",2,0,61250,382,138,65,60,26,59,6,5,2,12,5,0,63,1,121,0,730,3
"511",3,1,39665,127,1,56,0,1,31,3,4,2,3,7,0,41,1,115,1,216,1
"512",2,0,60152,325,83,300,86,58,91,1,6,4,12,3,0,43,1,117,0,943,2
"513",2,1,48920,238,17,68,8,10,6,3,6,2,5,7,0,58,2,110,1,347,3
"514",2,1,89120,1168,92,408,72,129,55,1,5,6,7,1,0,63,0,105,1,1924,2
"515",3,1,44124,284,0,55,0,6,52,4,6,2,5,8,0,76,1,116,0,397,3
"516",2,0,81169,1288,20,613,80,61,27,1,5,7,9,2,0,47,0,117,0,2089,2
"517",2,1,36443,65,0,46,4,3,20,4,3,1,3,8,0,61,2,119,0,138,1
"518",2,0,26095,11,7,9,3,1,11,1,1,0,3,7,0,32,1,114,0,42,1
"519",2,1,71367,227,23,389,42,21,75,1,4,5,7,2,0,63,0,112,0,777,2
"520",2,1,80184,1035,134,670,25,38,0,1,6,3,10,3,0,78,0,106,2,1902,2
"521",2,0,30630,27,1,12,2,0,10,2,2,0,3,7,0,57,2,107,0,52,1
"522",2,0,73454,982,73,351,56,14,175,1,2,4,6,5,0,35,0,106,1,1651,2
"523",2,1,42691,179,2,64,38,17,58,1,5,1,6,5,0,31,0,112,0,358,1
"524",2,1,70503,1379,33,216,0,33,66,1,2,4,9,6,0,69,0,123,2,1727,2
"525",2,1,25545,32,1,64,16,12,85,3,2,2,3,6,0,35,1,124,0,210,1
"526",2,1,32880,8,4,15,7,6,2,1,1,0,3,8,0,36,1,121,0,42,1
"527",3,1,77863,881,38,319,16,25,12,1,4,5,10,2,0,64,0,109,0,1291,2
"528",2,1,50353,141,15,153,67,31,35,1,4,4,6,3,0,45,0,103,0,442,1
"529",2,0,61839,1000,155,379,224,17,120,1,4,8,4,8,0,58,0,125,0,1895,2
"530",3,1,49154,206,10,67,30,27,71,6,4,1,8,6,0,62,2,110,0,411,3
"531",2,0,47682,162,61,83,97,57,61,4,4,3,8,5,0,47,1,118,0,521,3
"532",2,0,72679,619,54,260,127,54,54,1,4,7,5,1,0,53,1,111,0,1168,2
"533",2,1,57954,456,4,24,0,0,9,7,8,2,6,7,0,45,2,102,1,493,3
"534",2,1,65316,112,6,92,3,9,38,2,3,2,5,4,0,60,2,116,0,260,1
"535",2,0,28567,11,3,22,2,2,6,2,2,0,3,6,0,40,1,114,0,46,1
"536",2,1,47352,172,12,112,8,0,15,4,6,1,5,7,0,71,1,117,0,319,3
"537",2,1,44931,78,0,11,0,0,7,1,2,1,3,5,0,55,1,107,0,96,1
"538",2,0,76982,464,151,292,65,60,30,1,8,3,4,4,0,55,0,106,1,1062,2
"539",2,1,57247,99,4,32,37,54,6,2,2,1,7,2,0,70,1,113,0,232,1
"540",2,0,22944,19,3,19,4,5,26,3,3,0,3,7,0,41,1,108,0,76,1
"541",2,1,25315,1,9,8,11,3,22,3,3,0,3,8,0,45,1,110,0,54,1
"542",2,0,43638,63,10,83,7,19,19,2,4,1,4,7,0,53,1,125,0,201,1
"543",3,0,42710,252,3,42,4,3,102,2,4,5,3,6,0,38,1,121,0,406,3
"544",3,1,84169,1478,19,403,0,19,0,1,7,6,6,3,0,40,0,113,2,1919,2
"545",2,1,54058,198,18,252,32,108,54,2,4,6,8,3,0,46,1,115,0,662,2
"546",2,1,24683,8,4,10,6,7,6,2,2,0,4,5,0,32,1,106,0,41,1
"547",2,0,85620,416,46,925,60,107,46,1,3,6,4,1,0,58,0,108,0,1600,2
"548",2,1,47850,42,7,43,20,12,10,1,3,0,4,6,0,42,1,109,0,134,1
"549",2,1,19514,14,3,21,2,1,28,4,3,1,2,8,0,54,2,107,1,69,1
"550",2,1,27159,17,0,3,0,0,1,2,1,0,3,6,0,49,2,105,0,21,1
"551",2,0,39548,15,4,10,3,4,18,2,1,1,3,3,0,59,2,105,0,54,1
"552",2,0,21474,6,16,24,11,0,34,2,3,1,2,7,0,33,1,105,1,91,1
"553",3,0,60504,458,0,24,6,4,34,2,6,2,8,6,0,51,1,107,0,526,3
"554",2,1,22419,30,3,47,19,21,42,1,3,2,2,8,0,59,0,116,0,162,1
"555",2,1,81698,179,28,520,111,123,47,1,3,8,13,1,0,73,0,110,0,1008,2
"556",2,1,43462,90,17,97,15,6,15,6,4,1,5,8,0,70,2,124,0,240,3
"557",3,0,54880,308,85,137,102,45,118,2,6,2,11,5,0,44,1,118,0,795,3
"558",2,1,79908,557,129,761,29,185,111,1,5,6,7,2,0,40,0,117,1,1772,2
"559",2,1,15315,7,4,13,15,8,17,2,2,0,4,5,0,52,0,113,0,64,1
"560",2,1,87771,1492,38,287,50,57,33,1,5,10,4,6,0,63,1,115,4,1957,2
"561",2,1,33039,30,8,12,8,8,12,1,2,0,4,5,0,44,1,112,0,78,1
"562",2,0,81741,249,153,940,58,134,38,0,6,6,7,2,0,42,0,114,0,1572,2
"563",2,1,71499,465,25,132,136,0,37,2,8,3,13,4,0,51,1,114,0,795,3
"564",2,1,62466,129,129,259,168,121,83,5,6,3,12,4,0,52,1,107,0,889,2
"565",3,0,48799,174,18,81,28,6,24,3,3,2,7,3,0,59,1,110,0,331,3
"566",3,1,52157,189,2,29,3,2,40,2,3,2,5,4,0,72,1,103,0,265,1
"567",2,0,66565,747,10,161,65,40,42,4,4,2,9,8,0,60,1,121,0,1065,3
"568",2,1,29298,6,0,2,2,0,1,1,1,0,2,5,0,71,2,112,0,11,1
"569",2,0,47691,14,0,3,0,0,4,1,1,0,2,6,0,43,1,114,0,21,1
"570",2,1,38200,12,0,4,0,0,1,1,1,0,2,7,0,52,2,121,0,17,1
"571",2,1,44989,98,0,106,49,10,106,5,5,1,5,6,0,48,1,124,0,369,3
"572",3,1,38443,32,0,5,0,0,1,2,1,0,3,7,0,54,2,107,0,38,1
"573",2,0,38593,51,12,49,17,24,24,3,4,1,3,8,0,44,1,112,0,177,1
"574",3,1,64413,200,5,44,0,10,20,1,5,1,5,5,0,52,1,113,0,279,1
"575",2,1,36959,25,6,25,6,0,0,2,2,0,3,8,0,41,1,111,0,62,1
"576",3,1,61996,1050,12,144,0,0,24,3,6,4,8,5,0,45,1,119,3,1230,3
"577",2,1,51287,117,0,22,13,0,30,3,4,1,3,7,0,54,2,105,0,182,1
"578",2,1,13260,9,4,17,10,2,7,4,3,0,3,8,0,52,2,112,0,49,1
"579",3,1,47472,56,0,11,0,0,8,2,2,0,4,5,0,56,2,111,0,75,1
"580",2,1,54603,145,13,46,17,2,4,6,4,2,4,7,0,66,2,114,0,227,3
"581",3,1,45207,203,0,10,0,0,2,5,3,1,6,6,0,48,2,122,1,215,3
"582",2,1,40689,270,3,27,39,6,99,7,7,1,5,8,0,71,1,117,0,444,3
"583",2,1,47821,9,0,16,6,6,10,1,1,0,3,8,0,55,2,110,0,47,1
"584",2,1,27450,37,12,23,8,11,52,1,2,1,3,7,0,71,0,117,0,143,1
"585",2,1,39453,46,0,7,0,0,2,2,2,0,3,6,0,39,1,105,0,55,1
"586",2,1,26850,31,1,13,7,2,9,4,2,1,4,4,0,51,2,104,0,63,1
"587",2,0,79800,1060,21,530,32,0,224,1,5,11,5,3,0,67,0,123,3,1867,2
"588",2,1,61794,264,47,188,54,47,11,2,4,4,10,2,0,61,1,111,0,611,2
"589",2,1,53863,399,4,30,6,4,30,3,7,1,7,7,0,67,1,103,1,473,3
"590",2,1,24221,8,9,9,2,5,22,1,1,1,3,4,0,63,0,112,0,55,1
"591",3,0,39684,19,0,35,6,4,17,2,2,1,2,7,1,38,1,123,0,81,1
"592",2,1,92163,817,183,797,106,163,20,0,5,11,5,2,0,47,0,121,2,2086,2
"593",2,0,69882,292,127,635,132,127,165,1,3,7,9,1,0,57,0,110,0,1478,2
"594",2,1,33178,12,6,2,11,2,16,1,1,0,3,4,0,45,1,107,0,49,1
"595",3,1,59973,130,30,168,20,34,0,1,3,4,7,1,0,50,0,112,0,382,2
